No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
578,pitch ejemplo,210,43,0,5,http://aluracursos.com/blog/elevator-pitch-aprenda-a-utilizar-el-metodo-eficaz-de-presentacion
579,calcular promedio,6600,43,0,23,http://aluracursos.com/blog/power-bi-calculo-de-la-media-mensual
580,paginas en html,260,43,0,12,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
581,qué es business intelligence,1900,43,0,27,http://aluracursos.com/blog/que-es-business-intelligence
582,latam en línea,260,43,0,31,http://aluracursos.com/
583,logo de java,260,43,0,4,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
584,regresión lineal excel,480,43,0,13,http://aluracursos.com/curso-online-numpy-analisis-numerico-eficiente-python
585,variables en css,320,43,0,4,http://aluracursos.com/curso-online-html-css-header-footer-variables-css
586,que es la programación orientada a objetos,590,43,0,23,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
587,git reset,260,43,0,19,http://aluracursos.com/blog/git-y-los-nuevos-comandos
588,scrum que es,1000,43,0,37,http://aluracursos.com/blog/que-es-scrum
589,diagrama de barras ejemplos,2900,43,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
590,cookie,22200,44,1,65,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
591,qué es google sheets,720,44,0,39,http://aluracursos.com/blog/google-sheets-o-microsoft-excel
592,qué son algoritmos,590,44,0,36,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
593,latam argentina,320,44,0,36,http://aluracursos.com/
594,temas de tecnologia,590,44,0,42,http://aluracursos.com/blog/tendencias-de-ti
595,inmersión,4400,44,0,32,http://aluracursos.com/inmersion-dev
596,importar y exportar,1000,44,0,14,http://aluracursos.com/blog/una-guia-para-importar-exportar-modulos-con-java-script
597,como excel funciona,320,44,0,19,http://aluracursos.com/blog/como-utilizar-excel
598,bases de datos relacional,1000,44,0,37,http://aluracursos.com/blog/base-de-datos-relacional
599,que es front end,480,44,0,6,http://aluracursos.com/blog/que-es-front-end-y-back-end
600,metodologías ágiles,390,44,0,8,http://aluracursos.com/blog/los-principales-modelos-de-metodologia-agil
601,sistema binario ejemplos,720,44,0,5,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
602,cookies web,210,44,0,59,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
603,frecuencia absoluta y relativa ejemplos,260,44,0,18,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
604,cómo utilizar,1300,45,0,40,http://aluracursos.com/blog/como-utilizar-excel
605,que es programación orientada a objetos,590,45,0,9,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
606,buceo en inglés,480,45,0,13,http://aluracursos.com/
607,logo de tecnología,720,45,0,33,http://aluracursos.com/
608,for en java,260,45,0,13,http://aluracursos.com/blog/iterando-una-lista-en-java
609,media en excel,480,45,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
610,kanban que es,480,45,0,36,http://aluracursos.com/blog/metodo-kanban-conceptos-y-funciones-agilidad
611,paginas con html,260,45,0,14,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
612,compiladores,1300,45,0,17,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
613,cursos de,1000,45,0,58,http://aluracursos.com/
614,allow cors,1900,45,0,25,http://aluracursos.com/blog/que-es-cors
615,ide java,210,45,0,24,http://aluracursos.com/blog/intellij-idea-para-principiantes
616,que es algoritmo,4400,45,0,42,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
617,atencion al cliente latam colombia,210,45,0,26,http://aluracursos.com/
618,base de datos relacionales,1000,45,0,37,http://aluracursos.com/blog/base-de-datos-relacional
619,logos de tecnología,720,46,0,30,http://aluracursos.com/
620,en qué consiste la inteligencia artificial,320,46,0,67,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
621,calculo binario,720,46,0,22,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
622,qué es un algoritmo,12100,46,0,38,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
623,latam contacto,880,46,0,8,http://aluracursos.com/
624,regresión lineal en excel,480,46,0,5,http://aluracursos.com/curso-online-numpy-analisis-numerico-eficiente-python
625,gráfica de pastel,390,46,0,14,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
626,asertivo o acertivo,2400,46,0,7,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
627,kanban metodologia,260,46,0,20,http://aluracursos.com/blog/metodo-kanban-conceptos-y-funciones-agilidad
628,latam contacto colombia,210,46,0,17,http://aluracursos.com/
629,qué es un programador,480,46,0,5,http://aluracursos.com/blog/que-hace-un-programador
630,cookies que significa,320,46,0,42,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
631,número de latam colombia,880,46,0,8,http://aluracursos.com/
632,que es una frecuencia relativa,320,46,0,3,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
633,promoción latam,4400,47,0,27,http://aluracursos.com/
634,group by,320,47,0,19,http://aluracursos.com/blog/funciones-de-agregacion-con-group-by-en-sql-como-utilizarlas
635,como hacer un histograma,590,47,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
636,número latam colombia,480,47,0,26,http://aluracursos.com/
637,qué es la tecnología wikipedia,880,47,0,22,http://aluracursos.com/
638,modelo kanban,210,47,0,8,http://aluracursos.com/blog/metodo-kanban-conceptos-y-funciones-agilidad
639,computacion en la nube que es,720,47,0,35,http://aluracursos.com/blog/cloud-historia-y-guia-de-la-computacion-en-la-nube
640,hola mundo python,390,47,0,14,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
641,proyecto latam,210,47,0,21,http://aluracursos.com/
642,que es backend,390,48,0,2,http://aluracursos.com/blog/glosario-back-end
643,ingeniero de datos,480,48,0,24,http://aluracursos.com/blog/ingenieria-de-datos
644,que es poo,590,48,0,21,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
645,sql que es,1000,48,0,41,http://aluracursos.com/blog/que-es-sql
646,frecuencias absolutas y relativas ejemplos,260,48,0,16,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
647,conocimientos y habilidades,880,48,0,29,http://aluracursos.com/blog/las-10-habilidades-profesionales-mas-valoradas-en-2022
648,que es rest,210,48,0,25,http://aluracursos.com/blog/rest-concepto-y-fundamentos
649,editores en línea,880,48,0,56,http://aluracursos.com/blog/editores-de-codigo-e-ides
650,bases de datos modelo relacional,880,48,0,4,http://aluracursos.com/blog/base-de-datos-relacional
651,float en python,210,48,0,13,http://aluracursos.com/blog/precision-numeros-decimales-python
652,qué es latitud y longitud,1600,48,0,35,http://aluracursos.com/blog/explorando-conceptos-latitud-longitud-power-bi
653,que es la poo,590,48,0,6,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
654,33 usd to cop,590,48,0,5,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
655,resultados paga todo,33100,49,4,3,http://aluracursos.com/curso-online-chatgpt-optimizando-calidad-resultados
656,backend que es,260,49,0,15,http://aluracursos.com/blog/glosario-back-end
657,poo,4400,49,0,34,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
658,qué es sql server,210,49,0,10,http://aluracursos.com/blog/que-es-sql
659,ejemplos de gráficos de barras,390,49,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
660,html es un lenguaje de programacion,480,49,0,18,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
661,tipos de graficos estadisticos,1600,49,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
662,curso de programacion,1900,49,0,9,http://aluracursos.com/curso-online-logica-programacion-sumergete-programacion-javascript
663,número binario a decimal,390,49,0,5,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
664,frecuencia estadística ejemplos,260,49,0,13,http://aluracursos.com/blog/tipos-de-estacionalidad
665,gráficas de barras ejemplos,390,49,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
666,estructura de costos canvas,260,49,0,5,http://aluracursos.com/curso-online-business-model-canvas-parte-2-modelo-negocios
667,oracle academy,2400,50,0,17,http://aluracursos.com/
668,business intellingence,2900,50,0,50,http://aluracursos.com/blog/que-es-business-intelligence
669,que es un framework,1300,50,0,39,http://aluracursos.com/blog/framework-que-es-y-para-que-sirve
670,como sacar el promedio ponderado,210,50,0,5,http://aluracursos.com/blog/promedio-ponderado-en-excel
671,tipos de programación,880,50,0,2,http://aluracursos.com/blog/lenguajes-de-programacion
672,pastel grafica de barras,320,50,0,8,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
673,sql para que sirve,210,50,0,13,http://aluracursos.com/blog/que-es-sql
674,cursos de programación gratis,1000,50,0,36,http://aluracursos.com/
675,que es maquinas virtuales,480,50,0,10,http://aluracursos.com/blog/virtualbox-y-maquinas-virtuales
676,calculadoras ip,4400,50,0,28,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
677,compilado,720,51,0,36,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
678,que es la programacion orientada a objetos,590,51,0,2,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
679,rest,1900,51,0,53,http://aluracursos.com/blog/rest-concepto-y-fundamentos
680,que es el html y para que sirve,590,51,0,13,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
681,ui and ux,720,51,0,8,http://aluracursos.com/blog/ux-ui-conoce-las-similitudes-y-diferencias-entre-ambos
682,html lenguaje de programación,390,51,0,27,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
683,lata en inglés,320,51,0,13,http://aluracursos.com/
684,que es importar y exportar,390,51,0,5,http://aluracursos.com/blog/una-guia-para-importar-exportar-modulos-con-java-script
685,base de datos modelo relacional,880,51,0,5,http://aluracursos.com/blog/base-de-datos-relacional
686,oracle colombia,1000,52,0,21,http://aluracursos.com/
687,colombia aprende contenidos para aprender,320,52,0,19,http://aluracursos.com/
688,qué es importar y exportar,390,52,0,5,http://aluracursos.com/blog/una-guia-para-importar-exportar-modulos-con-java-script
689,modelo osi 7 capas,390,52,0,10,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
690,logos de tecnologia,720,52,0,25,http://aluracursos.com/
691,modelos osi,5400,52,0,11,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
692,curso de estadística,210,52,0,24,http://aluracursos.com/cursos-online-data-science/estadistica
693,buceo ingles,480,52,0,18,http://aluracursos.com/
694,que significa business intelligence,210,52,0,17,http://aluracursos.com/blog/que-es-business-intelligence
695,oracle certified associate,4400,52,0,67,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
696,que es un algoritmo informática,880,52,0,23,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
697,javascript que es y para que sirve,320,52,0,33,http://aluracursos.com/blog/javascript-para-que-sirve-un-array
698,logo java,590,52,0,4,http://aluracursos.com/
699,air latam,390,52,0,50,http://aluracursos.com/
700,informatica que es la nube,390,52,0,39,http://aluracursos.com/blog/cloud-historia-y-guia-de-la-computacion-en-la-nube
701,curso de estadistica,210,53,0,24,http://aluracursos.com/cursos-online-data-science/estadistica
702,pagar pichincha pse,320,53,0,13,http://aluracursos.com/bootcamp-frontend
703,lenguaje de programacion tipos,720,53,0,17,http://aluracursos.com/blog/lenguajes-de-programacion
704,buceo en ingles,210,53,0,13,http://aluracursos.com/
705,ejemplo de semantica,390,53,0,13,http://aluracursos.com/blog/la-semantica-en-html5
706,que es la latitud y longitud,1600,53,0,35,http://aluracursos.com/blog/explorando-conceptos-latitud-longitud-power-bi
707,que es fi en estadística,210,53,0,6,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
708,épocas del año,210,53,0,1,http://aluracursos.com/blog/tipos-de-estacionalidad
709,google sheets para que sirve,590,54,0,6,http://aluracursos.com/blog/google-sheets-o-microsoft-excel
710,habilidades y competencias ejemplos,720,54,0,25,http://aluracursos.com/blog/las-10-habilidades-profesionales-mas-valoradas-en-2022
711,calculadora de subredes,260,54,0,13,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
712,latam.com colombia,390,54,0,32,http://aluracursos.com/
713,qué es la latitud y la longitud,1600,55,0,29,http://aluracursos.com/blog/explorando-conceptos-latitud-longitud-power-bi
714,programadores que es,480,55,0,13,http://aluracursos.com/blog/que-hace-un-programador
715,como usar buscarv,390,55,0,6,http://aluracursos.com/cursos-online-data-science
716,eclipse java,880,55,0,30,http://aluracursos.com/blog/aumentando-tu-productividad-con-el-eclipse
717,lenguajes de programacion html,480,55,0,21,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
718,operador ternario js,210,55,0,13,http://aluracursos.com/blog/que-es-un-operador-ternario
719,lenguajes de programación tipos,720,55,0,17,http://aluracursos.com/blog/lenguajes-de-programacion
720,habilidades interpersonales,1000,55,0,18,http://aluracursos.com/cursos-online-inovacao-gestao/habilidades-interpersonales
721,que es un programador,480,55,0,5,http://aluracursos.com/blog/que-hace-un-programador
722,tipos de programacion,880,55,0,6,http://aluracursos.com/blog/lenguajes-de-programacion
723,style en html,260,56,0,4,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
724,parte de un algoritmo,480,56,0,9,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
725,logo tecnología,320,56,0,18,http://aluracursos.com/
726,latam telefono medellin,480,56,0,3,http://aluracursos.com/
727,que es single,480,56,0,13,http://aluracursos.com/blog/single-page-application
728,comunicación asertiva,33100,56,0,28,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
729,que es un framework en programación,210,56,0,2,http://aluracursos.com/blog/framework-que-es-y-para-que-sirve
730,programador que es,480,57,0,13,http://aluracursos.com/blog/que-hace-un-programador
731,lenguajes de programacion tipos,720,57,0,17,http://aluracursos.com/blog/lenguajes-de-programacion
732,programación suma,480,57,0,18,http://aluracursos.com/blog/listas-de-python-operaciones-basicas
733,casa aluna,260,57,0,21,http://aluracursos.com/
734,latam black friday,1600,57,0,25,http://aluracursos.com/
735,diccionarios python,1300,57,0,18,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
736,lenguajes de programacion ejemplos,590,57,0,6,http://aluracursos.com/blog/lenguajes-de-programacion
737,que es sql en base de datos,210,57,0,20,http://aluracursos.com/blog/que-es-sql
738,comunicación asertiva y efectiva,590,57,0,19,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
739,interfaz grafica,590,57,0,5,http://aluracursos.com/blog/interfaces-graficas-con-eclipse-windowbuilder
740,letras en binario,210,57,0,13,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
741,latam colombia atención al cliente,590,57,0,13,http://aluracursos.com/
742,7 capas del modelo osi,390,57,0,5,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
743,función buscar,260,57,0,8,http://aluracursos.com/blog/funcion-buscarx
744,mundo tecnológico,390,58,0,19,http://aluracursos.com/curso-online-transicion-carrera-guia-campo-tecnologia
745,que es sql server,210,58,0,7,http://aluracursos.com/blog/que-es-sql
746,soft skills,2400,58,0,49,http://aluracursos.com/blog/soft-skills-que-son-y-como-desarrollarlas
747,html style,260,58,0,58,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
748,netbeans descarga,260,58,0,26,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
749,diagrama de pastel,390,58,0,14,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
750,que es mvp,1300,58,0,11,http://aluracursos.com/blog/que-es-mvp-minimum-viable-product
751,gatito llorando,1300,58,0,18,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
752,compilados,720,58,0,31,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
753,curso python,1000,58,0,28,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
754,latinos tv,14800,59,3,20,http://aluracursos.com/
755,json que es,320,59,0,8,http://aluracursos.com/blog/que-es-json
756,base de datos relacional ejemplos,210,59,0,6,http://aluracursos.com/blog/base-de-datos-relacional
757,ejercite,880,59,0,34,http://aluracursos.com/curso-online-foco-habito-dia-a-dia
758,capa de red,390,59,0,13,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
759,amplitud estadistica,320,59,0,18,http://aluracursos.com/blog/tipos-de-estacionalidad
760,metodologías ágiles scrum,260,59,0,42,http://aluracursos.com/blog/los-principales-modelos-de-metodologia-agil
761,plataformas de cursos,210,59,0,17,http://aluracursos.com/
762,imbalanced,320,59,0,4,http://aluracursos.com/blog/como-lidiar-con-el-desbalanceo-de-datos
763,métodos innovadores para promover capacitaciones para empleados,0,59,0,4,http://aluracursos.com/blog/principales-estrategias-de-capacitacion-y-desarrollo-de-personas
764,que son fila,720,60,0,39,http://aluracursos.com/blog/power-bi-contexto-de-fila-filtro
765,calcular ponderados,720,60,0,14,http://aluracursos.com/blog/promedio-ponderado-en-excel
766,ejemplos de algoritmos en informática,390,60,0,16,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
767,plataforma de cursos,210,60,0,55,http://aluracursos.com/
768,metas como persona,880,60,0,30,http://aluracursos.com/curso-online-habitos-productivo-metas-personales
769,javascript operador,320,60,0,18,http://aluracursos.com/curso-online-logica-programacion-sumergete-programacion-javascript
770,grafica de pastel,390,60,0,16,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
771,lenguajes de programación html,390,60,0,25,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
772,operadores lógicos python,210,60,0,14,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
773,contenido para aprender colombia aprende,390,60,0,19,http://aluracursos.com/
774,algoritmo informatico,320,60,0,16,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
775,proyectos arduinos,1000,61,0,11,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
776,cursos dev,480,61,0,35,http://aluracursos.com/inmersion-dev
777,compilada,720,61,0,3,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
778,modelo relacional de bases de datos,880,61,0,5,http://aluracursos.com/blog/base-de-datos-relacional
779,oficina latam,720,61,0,19,http://aluracursos.com/
780,pln,720,61,0,51,http://aluracursos.com/blog/que-es-el-procesamiento-del-lenguaje-natural
781,para que sirve sql,210,61,0,13,http://aluracursos.com/blog/que-es-sql
782,programador,3600,61,0,32,http://aluracursos.com/blog/que-hace-un-programador
783,style in html,260,62,0,58,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
784,operadores ternarios javascript,210,62,0,13,http://aluracursos.com/blog/que-es-un-operador-ternario
785,algoritmo definición,210,62,0,23,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
786,como se escribe asertividad,210,62,0,17,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
787,latam brasil,880,62,0,17,http://aluracursos.com/
788,cursos de programacion desde cero,320,62,0,19,http://aluracursos.com/
789,metodo promedio ponderado,210,62,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
790,logotipo de java,260,62,0,3,http://aluracursos.com/
791,modelos logicos de base de datos,210,63,0,5,http://aluracursos.com/curso-online-modelado-bases-datos-relacionales-logico-fisico
792,enfocarse,320,63,0,31,http://aluracursos.com/curso-online-foco-habito-dia-a-dia
793,tipos de gráficas de barras,260,63,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
794,cursos en grupo,590,63,0,13,http://aluracursos.com/
795,amplitud estadística,320,63,0,1,http://aluracursos.com/blog/tipos-de-estacionalidad
796,play latam,720,63,0,5,http://aluracursos.com/
797,generar números aleatorios,1300,63,0,26,http://aluracursos.com/curso-online-numpy-analisis-numerico-eficiente-python
798,portada de lenguajes,2900,63,0,13,http://aluracursos.com/blog/como-escribir-un-readme-increible-en-tu-github
799,números dos,1900,63,0,23,http://aluracursos.com/blog/alterando-el-formato-de-numeros-en-javascript
800,lenguaje de programacion de html,390,64,0,32,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
801,lata en ingles,320,64,0,13,http://aluracursos.com/
802,cursos de programacion gratis,1000,64,0,29,http://aluracursos.com/
803,que es html en informática,320,64,0,15,http://aluracursos.com/blog/html-y-sus-etiquetas
804,ia para hacer cuadros comparativos,260,64,0,10,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
805,tipos de gráficos de barras,260,64,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
806,que es un html5,260,65,0,6,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
807,condicionales en excel,1300,65,0,26,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
808,condicionales,3600,65,0,30,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
809,spa que es,480,65,0,13,http://aluracursos.com/blog/single-page-application
810,pandas 4,260,65,0,36,http://aluracursos.com/blog/pandas-python-que-es-para-que-sirve-como-descargar
811,algoritmos significado,480,65,0,38,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
812,java logo,590,65,0,4,http://aluracursos.com/
813,business intelligence o que significa,880,65,0,16,http://aluracursos.com/blog/que-es-business-intelligence
814,ejemplos de valor absoluto,320,65,0,17,http://aluracursos.com/blog/tipos-de-estacionalidad
815,desarrollador frontend,480,65,0,24,http://aluracursos.com/blog/que-es-front-end-y-back-end
816,que es dashboards en excel,260,65,0,5,http://aluracursos.com/curso-online-excel-tablas-dinamicas-dashboards
817,modelos relacionales base de datos,880,65,0,2,http://aluracursos.com/blog/base-de-datos-relacional
818,diferencia entre importar y exportar,260,65,0,5,http://aluracursos.com/blog/una-guia-para-importar-exportar-modulos-con-java-script
819,tipos de graficas estadisticas,1600,66,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
820,existir sinónimo,390,66,0,18,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
821,docker run,320,66,0,17,http://aluracursos.com/blog/empezando-con-docker
822,algoritmo en informática,260,66,0,16,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
823,clp to cop,1300,66,0,13,http://aluracursos.com/
824,curso que es,260,66,0,13,http://aluracursos.com/
825,funcion buscar,260,66,0,7,http://aluracursos.com/blog/funcion-buscarx
826,usd a dop,210,66,0,13,http://aluracursos.com/
827,que significa css,260,66,0,31,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
828,página latam,260,66,0,32,http://aluracursos.com/
829,1 mxn to cop,480,67,0,16,http://aluracursos.com/
830,clase de tecnología,390,67,0,19,http://aluracursos.com/
831,inteligencia artificial logos,390,67,0,26,http://aluracursos.com/
832,logotipo de python,320,67,0,13,http://aluracursos.com/
833,servicio en la nube,390,67,0,32,http://aluracursos.com/blog/que-es-cloud-y-sus-principales-servicios
834,hello español,320,67,0,18,http://aluracursos.com/
835,informatica algoritmo,320,67,0,16,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
836,taller de informatica,260,67,0,13,http://aluracursos.com/
837,método cascada,390,67,0,2,http://aluracursos.com/curso-online-fundamentos-agilidad-primeros-pasos-transformacion-agil
838,backend y frontend,720,67,0,14,http://aluracursos.com/blog/que-es-front-end-y-back-end
839,representacion grafica ejemplos,260,68,0,13,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
840,animaciones en css,260,68,0,13,http://aluracursos.com/blog/css-animaciones-de-transition-y-animation
841,pruebas de software tipos,320,68,0,5,http://aluracursos.com/blog/tipos-de-pruebas-cual-utilizar
842,moda estadística ejemplos,260,68,0,12,http://aluracursos.com/blog/tipos-de-estacionalidad
843,100 mxn to cop,480,68,0,5,http://aluracursos.com/curso-online-python-data-science-primeros-pasos
844,cisco cursos,590,68,0,36,http://aluracursos.com/
845,html que significa,1000,68,0,17,http://aluracursos.com/blog/html-y-sus-etiquetas
846,aceleración angular,720,68,0,20,http://aluracursos.com/
847,latam paises,320,68,0,19,http://aluracursos.com/
848,cursos de programación gratis con certificado,210,69,0,34,http://aluracursos.com/
849,aprende a programar,390,69,0,35,http://aluracursos.com/curso-online-java-aplicando-orientacion-objetos
850,debugger,210,69,0,22,http://aluracursos.com/blog/articulo-depurando-errores-en-el-navefador-formatado
851,competencias y habilidades ejemplos,260,69,0,7,http://aluracursos.com/blog/las-10-habilidades-profesionales-mas-valoradas-en-2022
852,atributo que es,1300,69,0,13,http://aluracursos.com/blog/ques-es-html-parte-5-atributos
853,línea latam,260,69,0,41,http://aluracursos.com/
854,que es git,590,69,0,16,http://aluracursos.com/blog/git-y-github-que-son-y-primeros-pasos
855,programacion orientada a objetos,2400,69,0,9,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
856,calcular ponderado,720,69,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
857,curso inteligencia artificial,1000,69,0,40,http://aluracursos.com/
858,crc usd,1300,69,0,18,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
859,estudiar programacion,480,69,0,41,http://aluracursos.com/
860,calcular promedio semestre,2900,69,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
861,arduinos proyectos,1000,69,0,16,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
862,programación orientada a objetos,2400,69,0,8,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
863,cuáles son las principales,1300,70,0,5,http://aluracursos.com/blog/tipos-de-pruebas-cual-utilizar
864,punteros de excel,210,70,0,13,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
865,objetivo de un capacitador,320,70,0,6,http://aluracursos.com/blog/principales-estrategias-de-capacitacion-y-desarrollo-de-personas
866,formula de amplitud,260,70,0,2,http://aluracursos.com/blog/tipos-de-estacionalidad
867,contacto latam colombia,390,70,0,5,http://aluracursos.com/
868,latam sitio oficial,260,70,0,32,http://aluracursos.com/
869,java programacion,480,70,0,32,http://aluracursos.com/
870,paradigma de programación,320,70,0,7,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
871,partes de un algoritmo,480,70,0,9,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
872,cursos de programacion gratuitos,1000,70,0,28,http://aluracursos.com/
873,servicios nube,390,71,0,34,http://aluracursos.com/blog/que-es-cloud-y-sus-principales-servicios
874,java español,1300,71,0,36,http://aluracursos.com/
875,cuál es la moda en estadística,260,71,0,7,http://aluracursos.com/blog/tipos-de-estacionalidad
876,selectores css,210,71,0,11,http://aluracursos.com/curso-online-html-css-clases-posicionamiento-flexbox
877,usd to crc,480,71,0,2,http://aluracursos.com/curso-online-proposito-profesional-protagonista-carrera
878,cursos gratis de inteligencia artificial,210,71,0,22,http://aluracursos.com/
879,logos con inteligencia artificial gratis,1600,71,0,31,http://aluracursos.com/
880,qué es una hoja de calculo en excel,720,71,0,30,http://aluracursos.com/blog/como-utilizar-excel
881,ejemplos de moda en estadística,260,71,0,11,http://aluracursos.com/blog/tipos-de-estacionalidad
882,curso gratis de inteligencia artificial,210,72,0,21,http://aluracursos.com/
883,aprender programacion desde cero,390,72,0,18,http://aluracursos.com/
